Queen Mary Hospital Custodial Ward;0;hospital;Floor 9, Block J, Queen Mary Hospital 102 Pokfulam Road, Hong Kong, High West;74CJ+3G Hong Kong;22.270188, 114.131312
Hong Kong Baptist Hospital - Block D, Outpatients;2;hospital;Health;Beacon Hill, 聯合道322號;22.339187, 114.179938
貸易借財務有限公司;0;bank;Loan Agency;Mong Kok, Yin Chong St, 9號, Prosper Commercial Building, 2304室;22.316688, 114.172063
Bank of China (Hong Kong) Bonham Road Branch;1;bank;Bank;63 Bonham Rd, Sai Wan;
HSBC Building;359;bank;Bank;1 Queen's Road Central, Central;22.280313, 114.159562
Bank of China (Hong Kong) First Street Branch;3;bank;Bank;55 First St, Sai Ying Pun;22.286688, 114.142438
HSBC University of Hong Kong Branch;3;bank;Bank;Pok Fu Lam Rd, Shek Tong Tsui;22.282562, 114.138063
Hang Seng Bank - Kennedy Town Branch;3;bank;Bank;77 Belcher's St, Sai Wan;22.282938, 114.129313
HSBC Bonham Road Branch;1;bank;Bank;68 Bonham Rd, Sai Wan;22.284313, 114.142563
Tai Sang Bank;2;bank;Bank;130-132 Des Voeux Rd Central, Central;22.285188, 114.154688
DBS Bank - West Central Branch;5;bank;Bank;441 Queen's Rd W, Sai Ying Pun;
ATM (Bank of China);1;bank;ATM;63 Bonham Rd, Sai Wan;22.284313, 114.140688
招商永隆銀行 CMB Wing Lung Bank;0;bank;ATM;Sai Wan, 吉席街22號;
Wing Lung Bank ATM;1;bank;ATM;Sai Wan, 皇后大道西262號;22.286813, 114.142812
HSBC The Westwood Branch & HSBC Premier Centre;7;bank;Bank;8 Belcher's St, Sai Wan;22.285813, 114.133063
ICBC (Asia);2;bank;Bank;345 Des Voeux Rd W, Sai Ying Pun;22.287187, 114.137437
Standard Chartered Shek Tong Tsui Branch;5;bank;Bank;Shop 8-12, G/F, 455-485 Queen`s Road West, Shek Tong Tsui, Hong Kong, Shek Tong Tsui;22.286437, 114.134437
Public Bank Shek Tong Tsui Branch;2;bank;Bank;Sai Wan, 德輔道西369號;
ATM (Bank of China);4;bank;ATM;Lung Fu Shan;22.282938, 114.136563
Chong Hing Bank Sai Ying Pun Branch;1;bank;Bank;81-85 Des Voeux Rd W, Sheung Wan;22.287938, 114.145563
EFG Bank AG;0;bank;Bank;West Kowloon, 九龍柯士甸道西1號環球貿易廣場18樓及19樓1901, 1908室;22.303688, 114.160563
Bank of East Asia;1;bank;Bank;University Dr, Lung Fu Shan;22.283188, 114.134437
東亞銀行石塘咀分行;1;bank;Bank;Sun On Building, 484-496 Queen's Rd W, Shek Tong Tsui;22.285938, 114.135438
貸易借財務有限公司;0;bank;Loan Agency;Mong Kok, Yin Chong St, 9號, Prosper Commercial Building, 2304室;22.316688, 114.172063
星展銀行西環分行;2;bank;Bank;Sai Wan, 皇后大道西441號;22.286188, 114.135313
United Overseas Bank Limited;2;bank;Bank;Central, Garden Rd, 3號;22.278688, 114.161063
南洋商業銀行;1;bank;Bank;334 Des Voeux Rd W, Sai Wan;22.287062, 114.138188
Bank of China (Hong Kong) Shek Tong Tsui Branch;1;bank;Bank;534 Queen's Rd W, Sai Wan;22.286063, 114.134437
HSBC Des Voeux Road West Branch Premier Centre;2;bank;Bank;40-50 Des Voeux Rd W, Sheung Wan;22.287563, 114.146938
Dah Sing Bank Shek Tong Tsui Branch;2;bank;Bank;Shop 15-16, G/F, 443-453 Queen's Rd W, Shek Tong Tsui;22.286563, 114.135062
Public Bank (Hong Kong) Western Branch;1;bank;Bank;Kam Kwan Building, G/F, 2-3, Sai Wan;22.288063, 114.143437
恒生銀行 石塘咀自助理財中心;1;bank;Bank;363號 Des Voeux Rd W, Shek Tong Tsui;22.286938, 114.136438
Bank of Communications Kennedy Town Sub-Branch;1;bank;Bank;113-119 Belcher's St, Sai Wan;22.282687, 114.128063
Wing Lung Bank Western District Branch;2;bank;Bank;262 Queen's Rd W, Sai Wan;22.286813, 114.142937
Chiyu Bank Western Branch;1;bank;Bank;445 號 地下 13 號 舖, 443 Queen's Rd W, Sai Wan;22.286312, 114.135062
Hong Kong Office HSBC Business Centre;1;bank;Bank;Level 6, HSBC Main Building1 Queen’s Road Central, Central;22.280313, 114.159562
星展銀行德輔道中分行;3;bank;Bank;Central, 地庫、地下及 1 樓中環德輔道中39-41 號;22.283312, 114.157063
Chong Hing Bank;2;bank;Bank;347-349 Des Voeux Rd W, Sai Wan;22.287062, 114.136938
ATM (HSBC);0;bank;ATM;40-50 Des Voeux Rd W, Sheung Wan;22.287438, 114.146938
中國銀行（香港）西區分行;1;bank;Bank;Sai Wan, 德輔道西386～388;22.286813, 114.136938
Standard Chartered Bank, New Jade Gardens, Branch;1;bank;Bank;Chai Wan, New Jade Shopping Arcade145;22.282813, 114.145312
Dah Sing Bank Sheung Wan Branch;2;bank;Bank;1/f no, G f &, 288 Des Voeux Rd Central, Sheung Wan;22.286688, 114.151063
China Construction Bank (Asia) Sai Wan Branch;3;bank;Bank;489 Queen's Rd W, Sai Wan;22.286688, 114.133938
Public Bank;0;bank;Bank;Des Voeux Rd Central, Central;22.283938, 114.156438
貸易借財務有限公司;0;bank;Loan Agency;Mong Kok, Yin Chong St, 9號, Prosper Commercial Building, 2304室;
BEA ATM;0;bank;ATM;Lung Fu Shan;22.282687, 114.138938
創興銀行;2;bank;ATM;Sai Wan, 德輔道西347號;22.287062, 114.136688
Hang Seng Bank Sheung Wan Branch;5;bank;Bank;Sheung Wan, Shop 9-10Tung Ning Building251 Des Vouex Road Central;
中國工商銀行（亞洲）西環分行;0;bank;Bank;Sai Wan, 皇后大道西242號;22.286813, 114.143188
Bank of China (Hong Kong) Kennedy Town Branch;7;bank;Bank;Sai Wan, 吉席街2號;22.283563, 114.129438
Bank of East Asia Bonham Road Branch;3;bank;Bank;Ka Fu Building, 19-27 Bonham Rd, Sai Wan;22.284563, 114.142438
Nanyang Commercial Bank Head Office;3;bank;Bank;151 Des Voeux Rd Central, Central;22.285562, 114.154688
Citic Bank International Queen's Road West Branch;1;bank;Bank;488 Queen's Rd W, Sai Wan;22.285938, 114.135562
Jetco - Bank of East Asia the University of Hong Kong Branch;0;bank;ATM;Lung Fu Shan;22.282813, 114.139063
Bank of China (Hong Kong) Gilman Street Branch;4;bank;Bank;Central, 德輔道中136號;22.285313, 114.154688
Bank of Hawaii;1;bank;Bank;Sheung Wan, 無限極廣場;22.286563, 114.153687
Bank of America Merrill Lynch;3;bank;Financial Consultant;Cheung Kong Centre, 2 Queen's Road Central, Central;22.279562, 114.160563
Hang Seng Bank - Central Prestige Banking Centre;4;bank;Bank;B/F Loke Yew Building, 50-52 Queen's Road Central, Central;22.282188, 114.156062
Bank of Communications Western District Sub-Branch;3;bank;Bank;327-331, Queen's Rd W, Sai Ying Pun;22.287062, 114.141562
星展銀行總行;0;bank;Bank;The Center, 99 Queen's Road Central, Central;22.284438, 114.154688
中國工商銀行(亞洲)西環個人理財中心;0;bank;Bank;地下2號舖, 345 - 345A Des Voeux Rd Central, Sai Wan;22.287187, 114.137313
Wing Lung Bank;2;bank;Bank;Des Voeux Rd Central, Central;22.286063, 114.153687
中國銀行（香港）（錦華大廈西）;1;bank;ATM;Sai Wan, 德輔道西386～388;22.286813, 114.136938
Dah Sing Bank Admiralty Centre Branch;0;bank;Bank;Shop No. 10, 1st Floor of the Podium, Admiralty Centre, No. 18 Harcourt Road Admiralty, Admiralty;22.279562, 114.164938
華僑永亨銀行西區分行;0;bank;Bank;139-141 Des Voeux Rd W, Sai Wan;22.287938, 114.144188
貸易借財務有限公司;0;bank;Loan Agency;Mong Kok, Yin Chong St, 9號, Prosper Commercial Building, 2304室;22.316688, 114.172063
大新銀行石塘咀分行;0;bank;ATM;Sai Wan;22.286188, 114.135062
